route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,direction_name,bikes_allowed
vilnius_nightbus_N3,466527,AN3-01-5-250901-ba-2620,"Centras",1,AN3-01-5-250901-2491337,vilnius_nightbus_N3_b-a,1,"Santariškės–Baltupiai–Žirmūnai–Centras",0
vilnius_nightbus_N3,466527,AN3-02-5-250901-ba-2650,"Centras",1,AN3-02-5-250901-2491338,vilnius_nightbus_N3_b-a,1,"Santariškės–Baltupiai–Žirmūnai–Centras",0
vilnius_nightbus_N3,466527,AN3-03-5-250901-ba-2720,"Centras",1,AN3-03-5-250901-2491339,vilnius_nightbus_N3_b-a,1,"Santariškės–Baltupiai–Žirmūnai–Centras",0
vilnius_nightbus_N3,466527,AN3-01-5-250901-bd-2740,"Autobusų parkas (Verkių g.)",1,AN3-01-5-250901-2491337,vilnius_nightbus_N3_b-d,1,"Santariškės–Žvalgų g.–Autobusų parkas (Verkių g.)",0
vilnius_nightbus_N3,466527,AN3-02-5-250901-bd-2810,"Autobusų parkas (Verkių g.)",1,AN3-02-5-250901-2491338,vilnius_nightbus_N3_b-d,1,"Santariškės–Žvalgų g.–Autobusų parkas (Verkių g.)",0
vilnius_nightbus_N3,466527,AN3-03-5-250901-bd-2840,"Autobusų parkas (Verkių g.)",1,AN3-03-5-250901-2491339,vilnius_nightbus_N3_b-d,1,"Santariškės–Žvalgų g.–Autobusų parkas (Verkių g.)",0
vilnius_nightbus_N3,466527,AN3-01-5-250901-da-2340,"Centras",1,AN3-01-5-250901-2491337,vilnius_nightbus_N3_d-a,1,"Autobusų parkas (Verkių g.)–Žirmūnai–Centras",0
vilnius_nightbus_N3,466527,AN3-02-5-250901-da-2410,"Centras",1,AN3-02-5-250901-2491338,vilnius_nightbus_N3_d-a,1,"Autobusų parkas (Verkių g.)–Žirmūnai–Centras",0
vilnius_nightbus_N3,466527,AN3-03-5-250901-da-2440,"Centras",1,AN3-03-5-250901-2491339,vilnius_nightbus_N3_d-a,1,"Autobusų parkas (Verkių g.)–Žirmūnai–Centras",0
vilnius_nightbus_N4,507997,AN4-01-5-260901-ab-2400,"Gabijos progimnazija",0,AN4-01-5-260901-2724416,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-02-5-260901-ab-2430,"Gabijos progimnazija",0,AN4-02-5-260901-2724417,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-03-5-260901-ab-2500,"Gabijos progimnazija",0,AN4-03-5-260901-2724418,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-01-5-260901-ab-2530,"Gabijos progimnazija",0,AN4-01-5-260901-2724416,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-02-5-260901-ab-2600,"Gabijos progimnazija",0,AN4-02-5-260901-2724417,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-03-5-260901-ab-2630,"Gabijos progimnazija",0,AN4-03-5-260901-2724418,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-01-5-260901-ab-2700,"Gabijos progimnazija",0,AN4-01-5-260901-2724416,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-02-5-260901-ab-2730,"Gabijos progimnazija",0,AN4-02-5-260901-2724417,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
